用户,F,R,M,用户类型
18082,0,1,0,一般发展客户
18083,0,1,0,一般发展客户
18084,0,1,0,一般发展客户
18085,0,0,0,一般挽留客户
18086,0,1,0,一般发展客户
18087,1,0,1,重要保持客户
18088,1,0,1,重要保持客户
18089,1,0,1,重要保持客户
18090,0,0,0,一般挽留客户
18091,0,1,0,一般发展客户
18092,0,1,0,一般发展客户
18093,0,1,0,一般发展客户
18094,0,1,0,一般发展客户
18095,0,1,0,一般发展客户
18096,0,1,0,一般发展客户
18097,0,1,0,一般发展客户
18098,0,0,0,一般挽留客户
18099,0,1,0,一般发展客户
18100,0,0,0,一般挽留客户
18101,0,1,0,一般发展客户
18102,0,1,0,一般发展客户
18103,1,0,1,重要保持客户
18104,0,1,0,一般发展客户
18105,0,1,0,一般发展客户
18106,0,1,0,一般发展客户
18107,1,0,1,重要保持客户
18108,1,0,1,重要保持客户
18109,0,0,0,一般挽留客户
18110,0,1,0,一般发展客户
18111,0,0,0,一般挽留客户
18112,0,1,0,一般发展客户
18113,0,1,0,一般发展客户
18114,0,1,0,一般发展客户
18115,0,1,0,一般发展客户
18116,0,1,0,一般发展客户
18117,0,0,0,一般挽留客户
18118,0,1,0,一般发展客户
18119,0,1,0,一般发展客户
18120,0,1,0,一般发展客户
18121,1,0,1,重要保持客户
18122,0,1,0,一般发展客户
18123,0,1,0,一般发展客户
18124,0,0,0,一般挽留客户
18125,0,0,0,一般挽留客户
18126,0,0,0,一般挽留客户
18127,1,0,1,重要保持客户
18128,0,1,0,一般发展客户
18129,0,1,0,一般发展客户
18130,0,0,0,一般挽留客户
18131,0,1,0,一般发展客户
18132,0,1,0,一般发展客户
18133,0,1,0,一般发展客户
18134,0,1,0,一般发展客户
18135,0,1,0,一般发展客户
18136,0,1,0,一般发展客户
18137,0,1,0,一般发展客户
18138,1,0,1,重要保持客户
18139,1,0,1,重要保持客户
18140,0,0,0,一般挽留客户
18141,0,1,0,一般发展客户
18142,0,0,0,一般挽留客户
18143,0,1,0,一般发展客户
18144,0,1,0,一般发展客户
18145,0,1,0,一般发展客户
18146,0,1,0,一般发展客户
18147,0,0,0,一般挽留客户
18148,0,0,0,一般挽留客户
18149,0,1,0,一般发展客户
18150,0,1,0,一般发展客户
18151,0,1,0,一般发展客户
18152,0,1,1,重要发展客户
18153,0,1,0,一般发展客户
18154,0,1,0,一般发展客户
18155,1,1,1,重要价值客户
18156,1,0,0,一般保持客户
18157,0,1,0,一般发展客户
18158,0,1,0,一般发展客户
18159,0,1,0,一般发展客户
18160,0,1,0,一般发展客户
18161,0,1,0,一般发展客户
18162,0,0,0,一般挽留客户
18163,0,1,0,一般发展客户
18164,1,0,1,重要保持客户
18165,1,1,1,重要价值客户
18166,0,1,0,一般发展客户
18167,0,1,0,一般发展客户
18168,1,0,1,重要保持客户
18169,0,1,0,一般发展客户
18170,0,1,0,一般发展客户
18171,1,0,1,重要保持客户
18172,0,1,0,一般发展客户
18173,0,1,0,一般发展客户
18174,0,0,0,一般挽留客户
18175,1,0,1,重要保持客户
18176,0,0,0,一般挽留客户
18177,0,1,0,一般发展客户
18178,0,1,0,一般发展客户
18179,0,1,0,一般发展客户
18180,0,1,0,一般发展客户
18181,0,1,0,一般发展客户
18182,0,1,0,一般发展客户
18183,0,1,0,一般发展客户
18184,1,0,1,重要保持客户
18185,0,1,0,一般发展客户
18186,0,1,0,一般发展客户
18187,1,0,0,一般保持客户
18188,0,1,0,一般发展客户
18189,0,0,0,一般挽留客户
18190,0,1,0,一般发展客户
18191,0,1,0,一般发展客户
18192,0,1,0,一般发展客户
18193,1,0,1,重要保持客户
18194,1,0,0,一般保持客户
18195,0,1,0,一般发展客户
18196,0,1,0,一般发展客户
18197,0,1,0,一般发展客户
18198,0,1,0,一般发展客户
18199,0,1,0,一般发展客户
18200,0,1,0,一般发展客户
18201,0,1,0,一般发展客户
18202,0,0,0,一般挽留客户
18203,0,1,0,一般发展客户
18204,0,0,0,一般挽留客户
18205,0,1,0,一般发展客户
18206,0,1,0,一般发展客户
18207,0,1,0,一般发展客户
18208,0,0,0,一般挽留客户
18209,0,0,0,一般挽留客户
18210,0,1,0,一般发展客户
18211,0,1,0,一般发展客户
18212,0,1,0,一般发展客户
18213,0,1,0,一般发展客户
18214,1,0,1,重要保持客户
18215,1,0,1,重要保持客户
18216,0,1,0,一般发展客户
18217,0,1,0,一般发展客户
18218,0,1,0,一般发展客户
18219,0,0,0,一般挽留客户
18220,0,1,0,一般发展客户
18221,0,0,0,一般挽留客户
18222,0,1,0,一般发展客户
18223,1,0,1,重要保持客户
18224,0,0,1,重要挽留客户
18225,0,0,0,一般挽留客户
18226,1,0,1,重要保持客户
18227,0,0,0,一般挽留客户
18228,0,0,0,一般挽留客户
18229,0,1,0,一般发展客户
18230,1,0,1,重要保持客户
18231,0,1,0,一般发展客户
18232,0,1,0,一般发展客户
18233,1,0,1,重要保持客户
18234,0,0,0,一般挽留客户
18235,0,0,0,一般挽留客户
18236,0,0,0,一般挽留客户
18237,0,1,0,一般发展客户
18238,0,1,0,一般发展客户
18239,0,1,0,一般发展客户
18240,0,1,0,一般发展客户
18241,0,1,0,一般发展客户
18242,0,0,0,一般挽留客户
18243,1,0,1,重要保持客户
18244,0,1,0,一般发展客户
18245,0,1,0,一般发展客户
18246,0,1,0,一般发展客户
18247,0,1,0,一般发展客户
18248,1,0,1,重要保持客户
18249,0,1,0,一般发展客户
18250,0,0,0,一般挽留客户
18251,0,1,0,一般发展客户
18252,0,1,0,一般发展客户
18253,0,1,0,一般发展客户
18254,0,1,0,一般发展客户
18255,0,1,0,一般发展客户
18256,0,1,0,一般发展客户
18257,0,1,0,一般发展客户
18258,0,0,0,一般挽留客户
18259,1,0,1,重要保持客户
18260,0,1,0,一般发展客户
18261,1,0,1,重要保持客户
18262,0,1,0,一般发展客户
18263,0,1,0,一般发展客户
18264,0,0,0,一般挽留客户
18265,0,1,0,一般发展客户
18266,0,1,0,一般发展客户
18267,0,0,0,一般挽留客户
18268,0,1,1,重要发展客户
18269,0,1,0,一般发展客户
18270,0,1,0,一般发展客户
18271,1,0,1,重要保持客户
18272,0,1,0,一般发展客户
18273,1,1,1,重要价值客户
18274,0,1,0,一般发展客户
18275,1,0,1,重要保持客户
18276,0,1,0,一般发展客户
18277,1,0,1,重要保持客户
18278,0,1,0,一般发展客户
18279,0,1,0,一般发展客户
18280,0,0,0,一般挽留客户
18281,0,0,0,一般挽留客户
18282,0,0,0,一般挽留客户
18283,0,1,0,一般发展客户
18284,0,0,0,一般挽留客户
18285,0,0,0,一般挽留客户
18286,0,0,0,一般挽留客户
18287,0,1,0,一般发展客户
18288,0,1,0,一般发展客户
18289,0,1,0,一般发展客户
18290,1,0,1,重要保持客户
18291,0,0,0,一般挽留客户
18292,1,0,1,重要保持客户
18293,0,0,0,一般挽留客户
18294,0,1,0,一般发展客户
18295,1,0,1,重要保持客户
18296,0,0,0,一般挽留客户
18297,0,1,0,一般发展客户
18298,0,1,0,一般发展客户
18299,0,1,0,一般发展客户
18300,1,0,1,重要保持客户
18301,0,1,0,一般发展客户
18302,0,0,0,一般挽留客户
18303,0,0,0,一般挽留客户
18304,0,1,0,一般发展客户
18305,0,1,0,一般发展客户
18306,0,1,0,一般发展客户
18307,0,0,0,一般挽留客户
18308,0,1,0,一般发展客户
18309,0,1,0,一般发展客户
18310,0,1,0,一般发展客户
18311,0,1,0,一般发展客户
18312,0,0,0,一般挽留客户
18313,0,1,0,一般发展客户
18314,0,1,1,重要发展客户
18315,0,1,0,一般发展客户
18316,1,0,1,重要保持客户
18317,0,1,0,一般发展客户
18318,1,0,1,重要保持客户
18319,0,0,0,一般挽留客户
18320,0,1,0,一般发展客户
18321,1,1,1,重要价值客户
18322,1,0,1,重要保持客户
18323,0,1,0,一般发展客户
18324,1,0,1,重要保持客户
18325,0,1,1,重要发展客户
18326,1,0,1,重要保持客户
18327,0,1,0,一般发展客户
18328,0,1,0,一般发展客户
18329,0,1,0,一般发展客户
18330,0,0,0,一般挽留客户
18331,1,0,1,重要保持客户
18332,0,1,0,一般发展客户
18333,0,1,0,一般发展客户
18334,0,1,0,一般发展客户
18335,0,1,0,一般发展客户
18336,0,1,0,一般发展客户
18337,0,1,0,一般发展客户
18338,0,1,0,一般发展客户
18339,0,0,0,一般挽留客户
18340,1,0,1,重要保持客户
18341,0,1,0,一般发展客户
18342,0,1,0,一般发展客户
18343,0,1,0,一般发展客户
18344,0,1,0,一般发展客户
18345,0,1,0,一般发展客户
18346,0,0,1,重要挽留客户
18347,1,1,1,重要价值客户
18348,1,0,1,重要保持客户
18349,0,1,0,一般发展客户
18350,1,1,1,重要价值客户
18351,0,1,0,一般发展客户
18352,0,1,0,一般发展客户
18353,0,1,0,一般发展客户
18354,0,0,1,重要挽留客户
18355,0,1,0,一般发展客户
18356,0,1,0,一般发展客户
18357,0,1,0,一般发展客户
18358,0,1,0,一般发展客户
18359,1,0,1,重要保持客户
18360,0,1,0,一般发展客户
18361,0,1,0,一般发展客户
18362,0,1,0,一般发展客户
18363,0,0,0,一般挽留客户
18364,0,1,0,一般发展客户
18365,1,0,1,重要保持客户
18366,0,1,0,一般发展客户
18367,0,0,0,一般挽留客户
18368,0,1,0,一般发展客户
18369,0,1,0,一般发展客户
18370,0,0,1,重要挽留客户
18371,0,0,0,一般挽留客户
18372,0,1,0,一般发展客户
18373,0,0,0,一般挽留客户
18374,0,1,0,一般发展客户
18375,0,1,0,一般发展客户
18376,0,1,0,一般发展客户
18377,0,1,0,一般发展客户
18378,0,0,0,一般挽留客户
18379,0,0,0,一般挽留客户
18380,0,1,0,一般发展客户
18381,1,0,1,重要保持客户
18382,0,0,1,重要挽留客户
18383,0,1,0,一般发展客户
18384,0,0,0,一般挽留客户
18385,0,1,0,一般发展客户
18386,0,1,0,一般发展客户
18387,0,1,0,一般发展客户
18388,0,1,0,一般发展客户
18389,0,1,0,一般发展客户
18390,1,0,1,重要保持客户
18391,1,0,1,重要保持客户
18392,0,1,0,一般发展客户
18393,0,1,0,一般发展客户
18394,0,1,0,一般发展客户
18395,0,0,0,一般挽留客户
18396,0,1,0,一般发展客户
18397,0,1,0,一般发展客户
18398,0,1,0,一般发展客户
18399,1,0,1,重要保持客户
18400,0,1,0,一般发展客户
18401,0,0,0,一般挽留客户
18402,0,1,0,一般发展客户
18403,0,0,0,一般挽留客户
18404,1,1,1,重要价值客户
18405,1,0,1,重要保持客户
18406,1,1,1,重要价值客户
18407,0,1,0,一般发展客户
18408,0,1,0,一般发展客户
18409,0,1,0,一般发展客户
18410,0,1,0,一般发展客户
18411,0,1,0,一般发展客户
18412,0,1,0,一般发展客户
18413,1,0,1,重要保持客户
18414,0,1,0,一般发展客户
18415,0,1,0,一般发展客户
18416,0,0,0,一般挽留客户
18417,0,1,0,一般发展客户
18418,0,1,0,一般发展客户
18419,0,1,0,一般发展客户
18420,0,1,0,一般发展客户
18421,1,0,0,一般保持客户
18422,0,1,0,一般发展客户
18423,1,0,1,重要保持客户
18424,1,0,1,重要保持客户
18425,1,0,0,一般保持客户
18426,0,1,0,一般发展客户
18427,0,1,0,一般发展客户
18428,0,1,0,一般发展客户
18429,0,1,0,一般发展客户
18430,0,0,0,一般挽留客户
18431,0,1,0,一般发展客户
18432,0,1,0,一般发展客户
18433,1,0,0,一般保持客户
18434,0,1,0,一般发展客户
18435,0,1,0,一般发展客户
18436,0,0,0,一般挽留客户
18437,0,1,0,一般发展客户
18438,0,0,0,一般挽留客户
18439,1,1,1,重要价值客户
18440,0,0,0,一般挽留客户
18441,1,0,1,重要保持客户
18442,1,0,1,重要保持客户
18443,0,1,0,一般发展客户
18444,0,1,0,一般发展客户
18445,1,0,1,重要保持客户
18446,0,1,0,一般发展客户
18447,0,1,0,一般发展客户
18448,0,1,0,一般发展客户
18449,0,1,0,一般发展客户
18450,0,1,0,一般发展客户
18451,0,1,0,一般发展客户
18452,0,1,0,一般发展客户
18453,0,1,0,一般发展客户
18454,0,0,0,一般挽留客户
18455,0,0,0,一般挽留客户
18456,0,1,0,一般发展客户
18457,0,0,0,一般挽留客户
18458,0,0,0,一般挽留客户
18459,0,0,0,一般挽留客户
18460,1,0,1,重要保持客户
18461,0,0,1,重要挽留客户
18462,0,1,0,一般发展客户
18463,0,1,0,一般发展客户
18464,0,0,0,一般挽留客户
18465,0,1,0,一般发展客户
18466,0,1,0,一般发展客户
18467,0,1,0,一般发展客户
18468,0,1,0,一般发展客户
18469,0,1,0,一般发展客户
18470,0,1,0,一般发展客户
18471,0,1,0,一般发展客户
18472,0,1,0,一般发展客户
18473,0,1,0,一般发展客户
18474,0,0,0,一般挽留客户
18475,1,0,1,重要保持客户
18476,0,1,0,一般发展客户
18477,0,1,0,一般发展客户
18478,0,1,0,一般发展客户
18479,0,1,0,一般发展客户
18480,0,1,0,一般发展客户
18481,0,1,0,一般发展客户
18482,1,0,1,重要保持客户
18483,1,0,1,重要保持客户
18484,0,1,0,一般发展客户
18485,0,1,0,一般发展客户
18486,0,1,0,一般发展客户
18487,1,0,1,重要保持客户
18488,0,1,0,一般发展客户
18489,0,1,0,一般发展客户
18490,0,1,0,一般发展客户
18491,0,1,0,一般发展客户
18492,0,1,0,一般发展客户
18493,1,0,0,一般保持客户
18494,1,0,1,重要保持客户
18495,0,1,0,一般发展客户
18496,1,0,1,重要保持客户
18497,0,0,0,一般挽留客户
18498,0,0,0,一般挽留客户
18499,1,0,1,重要保持客户
18500,0,0,0,一般挽留客户
18501,0,1,0,一般发展客户
18502,0,1,0,一般发展客户
18503,0,1,0,一般发展客户
18504,0,1,0,一般发展客户
18505,0,0,1,重要挽留客户
18506,0,1,0,一般发展客户
18507,0,1,0,一般发展客户
18508,0,0,0,一般挽留客户
18509,0,1,1,重要发展客户
18510,0,0,0,一般挽留客户
18511,0,1,0,一般发展客户
18512,0,1,0,一般发展客户
18513,0,0,0,一般挽留客户
18514,0,1,0,一般发展客户
18515,0,0,0,一般挽留客户
18516,0,0,0,一般挽留客户
18517,0,1,0,一般发展客户
18518,0,0,0,一般挽留客户
18519,0,1,0,一般发展客户
18520,0,0,0,一般挽留客户
18521,0,1,0,一般发展客户
18522,0,1,0,一般发展客户
18523,0,1,0,一般发展客户
18524,0,1,0,一般发展客户
18525,0,1,0,一般发展客户
18526,1,1,1,重要价值客户
18527,0,1,0,一般发展客户
18528,0,1,0,一般发展客户
18529,0,0,0,一般挽留客户
18530,1,0,1,重要保持客户
18531,1,0,1,重要保持客户
18532,1,0,1,重要保持客户
18533,0,1,0,一般发展客户
18534,0,1,0,一般发展客户
18535,0,1,0,一般发展客户
18536,0,1,0,一般发展客户
18537,1,0,0,一般保持客户
18538,0,1,0,一般发展客户
18539,0,1,0,一般发展客户
18540,1,0,1,重要保持客户
18541,0,0,0,一般挽留客户
18542,0,1,0,一般发展客户
18543,0,1,0,一般发展客户
18544,0,1,0,一般发展客户
18545,0,1,0,一般发展客户
18546,0,1,0,一般发展客户
18547,1,0,1,重要保持客户
18548,0,1,0,一般发展客户
18549,0,1,0,一般发展客户
18550,0,1,0,一般发展客户
18551,0,1,0,一般发展客户
18552,0,0,0,一般挽留客户
18553,0,1,0,一般发展客户
18554,0,1,0,一般发展客户
18555,0,1,0,一般发展客户
18556,0,1,0,一般发展客户
18557,0,1,0,一般发展客户
18558,0,1,0,一般发展客户
18559,0,1,0,一般发展客户
18560,0,1,0,一般发展客户
18561,0,1,0,一般发展客户
18562,0,1,0,一般发展客户
18563,0,1,0,一般发展客户
18564,1,0,0,一般保持客户
18565,0,1,0,一般发展客户
18566,0,1,0,一般发展客户
18567,0,0,0,一般挽留客户
18568,0,1,0,一般发展客户
18569,0,1,0,一般发展客户
18570,0,1,0,一般发展客户
18571,0,1,0,一般发展客户
18572,0,1,0,一般发展客户
18573,1,0,1,重要保持客户
18574,0,1,0,一般发展客户
18575,0,1,0,一般发展客户
18576,0,1,0,一般发展客户
18577,0,1,0,一般发展客户
18578,0,0,0,一般挽留客户
18579,0,1,0,一般发展客户
18580,1,0,1,重要保持客户
18581,0,0,0,一般挽留客户
18582,0,1,0,一般发展客户
18583,0,1,0,一般发展客户
18584,1,0,1,重要保持客户
18585,0,0,0,一般挽留客户
18586,1,0,1,重要保持客户
18587,0,1,0,一般发展客户
18588,0,0,0,一般挽留客户
18589,1,0,1,重要保持客户
18590,0,0,0,一般挽留客户
18591,1,0,1,重要保持客户
18592,0,1,0,一般发展客户
18593,1,1,1,重要价值客户
18594,1,0,1,重要保持客户
18595,0,0,0,一般挽留客户
18596,0,1,0,一般发展客户
18597,0,1,0,一般发展客户
18598,0,0,0,一般挽留客户
18599,0,0,1,重要挽留客户
18600,0,0,0,一般挽留客户
18601,0,1,0,一般发展客户
18602,0,1,0,一般发展客户
18603,0,0,0,一般挽留客户
18604,1,0,1,重要保持客户
18605,0,1,0,一般发展客户
18606,1,1,1,重要价值客户
18607,0,1,0,一般发展客户
18608,0,0,0,一般挽留客户
18609,1,1,1,重要价值客户
18610,0,1,0,一般发展客户
18611,0,0,0,一般挽留客户
18612,1,0,1,重要保持客户
18613,0,0,0,一般挽留客户
18614,1,0,1,重要保持客户
18615,1,0,1,重要保持客户
18616,0,1,0,一般发展客户
18617,1,0,1,重要保持客户
18618,1,0,1,重要保持客户
18619,1,0,1,重要保持客户
18620,0,0,0,一般挽留客户
18621,0,1,0,一般发展客户
18622,1,0,1,重要保持客户
18623,1,0,1,重要保持客户
18624,0,1,0,一般发展客户
18625,0,0,1,重要挽留客户
18626,0,1,0,一般发展客户
18627,0,0,0,一般挽留客户
18628,0,1,0,一般发展客户
18629,1,0,1,重要保持客户
18630,0,1,0,一般发展客户
18631,0,1,0,一般发展客户
18632,0,1,0,一般发展客户
18633,0,1,0,一般发展客户
18634,0,1,0,一般发展客户
18635,0,1,0,一般发展客户
18636,0,1,0,一般发展客户
18637,0,1,0,一般发展客户
18638,1,0,1,重要保持客户
18639,0,1,0,一般发展客户
18640,0,0,0,一般挽留客户
18641,0,1,1,重要发展客户
18642,0,1,0,一般发展客户
18643,1,0,1,重要保持客户
18644,0,1,0,一般发展客户
18645,0,1,0,一般发展客户
18646,0,1,0,一般发展客户
18647,0,1,0,一般发展客户
18648,0,0,1,重要挽留客户
18649,1,0,1,重要保持客户
18650,0,1,0,一般发展客户
18651,0,1,1,重要发展客户
18652,0,1,0,一般发展客户
18653,0,0,0,一般挽留客户
18654,0,0,0,一般挽留客户
18655,1,0,1,重要保持客户
18656,0,0,0,一般挽留客户
18657,0,1,0,一般发展客户
18658,1,0,1,重要保持客户
18659,0,1,0,一般发展客户
18660,1,0,1,重要保持客户
18661,0,1,0,一般发展客户
18662,0,1,0,一般发展客户
18663,1,0,1,重要保持客户
18664,0,1,0,一般发展客户
18665,0,1,0,一般发展客户
18666,1,0,0,一般保持客户
18667,0,1,0,一般发展客户
18668,1,0,1,重要保持客户
18669,0,1,0,一般发展客户
18670,0,1,0,一般发展客户
18671,0,0,0,一般挽留客户
18672,0,1,0,一般发展客户
18673,0,1,0,一般发展客户
18674,1,1,1,重要价值客户
18675,1,1,1,重要价值客户
18676,0,1,0,一般发展客户
18677,0,1,0,一般发展客户
18678,0,1,0,一般发展客户
18679,0,1,0,一般发展客户
18680,0,1,0,一般发展客户
18681,0,1,0,一般发展客户
18682,0,1,1,重要发展客户
18683,0,0,1,重要挽留客户
18684,0,1,0,一般发展客户
18685,0,0,0,一般挽留客户
18686,0,0,0,一般挽留客户
18687,0,1,0,一般发展客户
18688,1,0,1,重要保持客户
18689,0,0,1,重要挽留客户
18690,0,0,0,一般挽留客户
18691,0,1,0,一般发展客户
18692,0,1,0,一般发展客户
18693,0,0,0,一般挽留客户
18694,0,1,0,一般发展客户
18695,0,0,0,一般挽留客户
18696,1,0,1,重要保持客户
18697,0,1,0,一般发展客户
18698,0,1,0,一般发展客户
18699,1,0,1,重要保持客户
18700,1,0,1,重要保持客户
18701,0,1,0,一般发展客户
18702,1,0,1,重要保持客户
18703,0,1,0,一般发展客户
18704,1,0,1,重要保持客户
18705,0,1,0,一般发展客户
18706,0,0,0,一般挽留客户
18707,0,1,0,一般发展客户
18708,0,1,0,一般发展客户
18709,0,1,0,一般发展客户
18710,1,0,1,重要保持客户
18711,0,1,0,一般发展客户
18712,1,0,1,重要保持客户
18713,0,1,0,一般发展客户
18714,0,1,0,一般发展客户
18715,1,0,1,重要保持客户
18716,1,0,1,重要保持客户
18717,0,1,0,一般发展客户
18718,1,0,1,重要保持客户
18719,0,1,0,一般发展客户
18720,0,1,0,一般发展客户
18721,0,1,0,一般发展客户
18722,0,1,0,一般发展客户
18723,0,1,0,一般发展客户
18724,0,1,0,一般发展客户
18725,0,1,0,一般发展客户
18726,0,1,0,一般发展客户
18727,0,1,0,一般发展客户
18728,0,1,0,一般发展客户
18729,0,1,0,一般发展客户
18730,0,1,0,一般发展客户
18731,0,1,0,一般发展客户
18732,0,1,0,一般发展客户
18733,0,1,0,一般发展客户
18734,0,1,0,一般发展客户
18735,1,0,1,重要保持客户
18736,0,1,0,一般发展客户
18737,1,0,1,重要保持客户
18738,1,0,1,重要保持客户
18739,0,0,1,重要挽留客户
18740,0,1,0,一般发展客户
18741,0,0,0,一般挽留客户
18742,0,0,0,一般挽留客户
18743,0,1,0,一般发展客户
18744,1,0,1,重要保持客户
18745,0,1,0,一般发展客户
18746,0,0,0,一般挽留客户
18747,1,0,1,重要保持客户
18748,0,1,0,一般发展客户
18749,0,0,0,一般挽留客户
18750,0,1,0,一般发展客户
18751,0,1,0,一般发展客户
18752,1,0,1,重要保持客户
18753,0,1,0,一般发展客户
18754,0,1,0,一般发展客户
18755,0,0,0,一般挽留客户
18756,0,1,0,一般发展客户
18757,0,1,0,一般发展客户
18758,0,1,0,一般发展客户
18759,0,1,0,一般发展客户
18760,0,1,0,一般发展客户
18761,0,1,1,重要发展客户
18762,0,1,0,一般发展客户
18763,0,1,0,一般发展客户
18764,1,0,1,重要保持客户
18765,1,0,1,重要保持客户
18766,0,0,0,一般挽留客户
18767,0,1,0,一般发展客户
18768,0,1,0,一般发展客户
18769,1,0,1,重要保持客户
18770,0,1,0,一般发展客户
18771,0,1,0,一般发展客户
18772,1,0,1,重要保持客户
18773,0,1,0,一般发展客户
18774,0,0,1,重要挽留客户
18775,0,1,0,一般发展客户
18776,0,1,0,一般发展客户
18777,1,0,1,重要保持客户
18778,1,0,1,重要保持客户
18779,0,1,0,一般发展客户
18780,0,1,0,一般发展客户
18781,0,1,0,一般发展客户
18782,0,1,0,一般发展客户
18783,0,1,0,一般发展客户
18784,0,1,0,一般发展客户
18785,0,1,0,一般发展客户
18786,0,0,0,一般挽留客户
18787,1,0,1,重要保持客户
18788,0,1,0,一般发展客户
18789,0,1,0,一般发展客户
18790,0,0,0,一般挽留客户
18791,0,1,0,一般发展客户
18792,0,1,0,一般发展客户
18793,1,0,1,重要保持客户
18794,0,1,0,一般发展客户
18795,1,0,1,重要保持客户
18796,0,1,0,一般发展客户
18797,0,1,0,一般发展客户
18798,0,0,0,一般挽留客户
18799,0,0,0,一般挽留客户
18800,0,0,0,一般挽留客户
18801,0,1,0,一般发展客户
18802,0,0,0,一般挽留客户
18803,0,1,0,一般发展客户
18804,0,0,0,一般挽留客户
18805,1,0,1,重要保持客户
18806,0,1,0,一般发展客户
18807,0,1,0,一般发展客户
18808,1,0,1,重要保持客户
18809,0,0,0,一般挽留客户
18810,1,0,1,重要保持客户
18811,0,1,0,一般发展客户
18812,1,0,1,重要保持客户
18813,0,0,0,一般挽留客户
18814,0,1,0,一般发展客户
18815,0,0,0,一般挽留客户
18816,0,1,0,一般发展客户
18817,0,1,0,一般发展客户
18818,0,1,0,一般发展客户
18819,0,1,0,一般发展客户
18820,0,1,0,一般发展客户
18821,0,1,0,一般发展客户
18822,0,1,0,一般发展客户
18823,0,0,1,重要挽留客户
18824,0,1,0,一般发展客户
18825,0,0,0,一般挽留客户
18826,0,0,0,一般挽留客户
18827,0,1,0,一般发展客户
18828,0,1,0,一般发展客户
18829,0,1,0,一般发展客户
18830,0,1,0,一般发展客户
18831,0,0,0,一般挽留客户
18832,1,1,1,重要价值客户
18833,0,1,1,重要发展客户
18834,0,0,0,一般挽留客户
18835,0,1,0,一般发展客户
18836,0,1,0,一般发展客户
18837,0,1,1,重要发展客户
18838,0,1,0,一般发展客户
18839,0,1,0,一般发展客户
18840,0,1,0,一般发展客户
18841,0,1,0,一般发展客户
18842,0,1,0,一般发展客户
18843,0,1,0,一般发展客户
18844,0,1,0,一般发展客户
18845,0,1,0,一般发展客户
18846,0,0,0,一般挽留客户
18847,1,1,1,重要价值客户
18848,0,1,0,一般发展客户
18849,0,0,0,一般挽留客户
18850,0,0,0,一般挽留客户
18851,1,0,1,重要保持客户
18852,0,1,0,一般发展客户
18853,0,1,0,一般发展客户
18854,0,1,0,一般发展客户
18855,0,0,0,一般挽留客户
18856,0,1,0,一般发展客户
18857,1,0,0,一般保持客户
18858,0,0,0,一般挽留客户
18859,0,1,0,一般发展客户
18860,0,1,0,一般发展客户
18861,0,1,0,一般发展客户
18862,0,1,0,一般发展客户
18863,0,1,0,一般发展客户
18864,0,1,0,一般发展客户
18865,0,0,0,一般挽留客户
18866,1,0,1,重要保持客户
18867,0,1,0,一般发展客户
18868,1,0,1,重要保持客户
18869,0,1,0,一般发展客户
18870,0,1,0,一般发展客户
18871,0,1,0,一般发展客户
18872,0,1,0,一般发展客户
18873,0,0,0,一般挽留客户
18874,0,1,0,一般发展客户
18875,0,1,0,一般发展客户
18876,0,1,0,一般发展客户
18877,0,1,0,一般发展客户
18878,0,1,0,一般发展客户
18879,0,0,0,一般挽留客户
18880,0,0,0,一般挽留客户
18881,0,1,0,一般发展客户
18882,1,0,1,重要保持客户
18883,0,1,0,一般发展客户
18884,0,0,0,一般挽留客户
18885,0,0,0,一般挽留客户
18886,0,1,0,一般发展客户
18887,0,1,0,一般发展客户
18888,1,0,1,重要保持客户
18889,0,1,0,一般发展客户
18890,0,1,0,一般发展客户
18891,0,1,0,一般发展客户
18892,0,1,0,一般发展客户
18893,0,1,0,一般发展客户
18894,1,0,1,重要保持客户
18895,0,0,0,一般挽留客户
18896,0,0,0,一般挽留客户
18897,1,0,1,重要保持客户
18898,0,1,0,一般发展客户
18899,0,1,0,一般发展客户
18900,0,0,0,一般挽留客户
18901,0,1,0,一般发展客户
18902,0,1,0,一般发展客户
18903,0,1,0,一般发展客户
18904,1,1,1,重要价值客户
18905,0,0,0,一般挽留客户
18906,0,1,0,一般发展客户
18907,1,0,1,重要保持客户
18908,0,1,0,一般发展客户
18909,0,1,0,一般发展客户
18910,0,1,0,一般发展客户
18911,0,0,0,一般挽留客户
18912,1,0,1,重要保持客户
18913,0,1,0,一般发展客户
18914,0,1,0,一般发展客户
18915,1,0,1,重要保持客户
18916,0,1,0,一般发展客户
18917,1,0,1,重要保持客户
18918,1,0,1,重要保持客户
18919,0,1,0,一般发展客户
18920,0,1,0,一般发展客户
18921,1,0,1,重要保持客户
18922,0,1,0,一般发展客户
18923,0,0,0,一般挽留客户
18924,0,1,0,一般发展客户
18925,0,1,0,一般发展客户
18926,0,1,0,一般发展客户
18927,0,0,0,一般挽留客户
18928,1,0,1,重要保持客户
18929,0,1,0,一般发展客户
18930,0,1,0,一般发展客户
18931,0,1,0,一般发展客户
18932,0,0,0,一般挽留客户
18933,0,1,0,一般发展客户
18934,0,1,0,一般发展客户
18935,0,0,0,一般挽留客户
18936,0,1,0,一般发展客户
18937,0,1,0,一般发展客户
18938,0,1,0,一般发展客户
18939,0,1,0,一般发展客户
18940,0,1,0,一般发展客户
18941,0,1,0,一般发展客户
18942,0,1,0,一般发展客户
18943,1,0,1,重要保持客户
18944,1,0,1,重要保持客户
